organisation,family,source_code,description,uom,quantity,unit_price,manufacturer,mfr_part_no,stock_on_hand,last_issue_date,truth_identity
NTPC,hex_bolt,NTPC-002654,BOLT HEX HEAD; DIA 10MM; LG 120MM  GR 10.9  DIN 933,BOX-100,1.0,1110.89,,,0.4,2026-03-21,HE01433
NTPC,hex_bolt,NTPC-002655,BOLT HEX HEAD; DIA 8MM; LG 120MM  AISI 316 A4-70  IS1364,C,25.0,2278.63,MRD,HB8-120-A470-IS1364-PASSIVATED,0.0,,HE01434
NTPC,hex_bolt,NTPC-002656,BOLT HEX HEAD; DIA 8MM; LG 120MM  AISI 316 A4-70  IS 1364  PICKLED AND PASSIVATED,BOX-100,1.0,1751.21,MRD,HB8-120-A470-IS1364-PASSIVATED,0.8,2025-11-25,HE01434
NTPC,hex_bolt,NTPC-002657,BOLT HEX HEAD; DIA 16MM; LG 45MM  GR 8.8  DIN 933,BOX-100,10.0,1854.48,MRD,HB16-45-88-DIN933-PASSIVATED,1.5,2025-10-14,HE01438
NTPC,hex_bolt,NTPC-002658,BOLT HEX HEAD; DIA 16MM; LG 45MM  GR 8.8  DIN 933  PICKLED AND PASSIVATED,C,1.0,1259.29,,,3.0,2026-02-07,HE01438
NTPC,hex_bolt,NTPC-002659,BOLT HEX HEAD; DIA 16MM; LG 45MM  CLASS 8.8  DIN933,DOZ,1.0,212.13,MRD,HB16-45-88-DIN933-PASSIVATED,66.67,2021-06-17,HE01438
NTPC,hex_bolt,NTPC-002660,BOLT HEX HEAD; DIA 16MM; LG 80MM  GR 8.8  IS1364PT3  PASSIVATED,EA,1.0,20.63,MRD,HB16-80-88-IS1364-PASSIVATED,80.0,2026-01-18,HE01439
NTPC,hex_bolt,NTPC-002661,BOLT HEX HEAD; DIA 20MM; LG 45MM  A2-70  DIN 933  PICKLED AND PASSIVATED,BOX-50,1.0,832.74,,,40.0,2021-05-27,HE01440
NTPC,hex_bolt,NTPC-002662,BOLT HEX HEAD; DIA 12MM; LG 90MM  A4-70  IS:1364  PLAIN,EA,10.0,20.33,,,400.0,2022-01-21,HE01441
NTPC,hex_bolt,NTPC-002663,BOLT HEX HEAD; DIA 24MM; LG 90MM  GRADE 10.9  AS PER ISO 4014  ZINC PLATED,C,1.0,2589.69,,,20.0,2021-05-16,HE01442
NTPC,hex_bolt,NTPC-002664,BOLT HEX HEAD; DIA 12MM; LG 90MM  GRADE 10.9  IS:1364  ELECTRO GALVANISED,BOX-50,1.0,802.82,,,0.0,,HE01444
NTPC,hex_bolt,NTPC-002665,BOLT HEX HEAD; DIA 24MM; LG 120MM  GRADE 8.8  DIN933  HDG,BOX-50,1.0,1438.46,,,16.0,2023-01-08,HE01446
NTPC,hex_bolt,NTPC-002666,BOLT HEX HEAD; DIA 24MM; LG 120MM  8.8  DIN933  GALVANISED,EA,1.0,23.84,,,0.0,,HE01446
NTPC,hex_bolt,NTPC-002667,BOLT HEX HEAD; DIA 10MM; LG 50MM  STAINLESS A2-70  IS 1364  HDG,EA,25.0,22.01,TRD,HB10-50-A270-IS1364-HOTDIPGALVANISED,150.0,2026-01-29,HE01449
NTPC,hex_bolt,NTPC-002668,BOLT HEX HEAD; DIA 10MM; LG 40MM  8.8  DIN933  PICKLED AND PASSIVATED,BOX-50,10.0,471.66,,,24.0,2022-10-16,HE01450
NTPC,hex_bolt,NTPC-002669,BOLT HEX HEAD; DIA 10MM; LG 40MM  GR 8.8  DIN933  PICKLED AND PASSIVATED,BOX-100,5.0,838.82,MRD,HB10-40-88-DIN933-PASSIVATED,0.0,,HE01450
NTPC,hex_bolt,NTPC-002670,BOLT HEX HEAD; DIA 6MM; LG 25MM  CLASS 8.8  HOT DIP GALVANISED,BOX-50,1.0,401.34,TRD,HB6-25-88-IS1364-HOTDIPGALVANISED,16.0,2022-05-18,HE01452
NTPC,hex_bolt,NTPC-002671,BOLT HEX HEAD; DIA 16MM; LG 70MM  SS-A4/70  ISO4017  PICKLED AND PASSIVATED,EA,1.0,16.48,,,0.0,,HE01453
NTPC,hex_bolt,NTPC-002672,BOLT HEX HEAD; DIA 16MM; LG 70MM  A4 70  ISO4017,EA,25.0,15.85,,,150.0,2025-12-17,HE01453
NTPC,hex_bolt,NTPC-002673,BOLT HEX HEAD; DIA 8MM; LG 45MM  IS1364  BLACK,EA,5.0,8.33,QRY,HB8-45-88-IS1364-PLAIN,80.0,2026-01-28,HE01455
NTPC,hex_bolt,NTPC-002674,BOLT HEX HEAD; DIA 12MM; LG 40MM  8.8  DIN 933,EA,1.0,12.81,TRD,HB12-40-88-DIN933-HOTDIPGALVANISED,300.0,2026-02-12,HE01457
NTPC,hex_bolt,NTPC-002675,BOLT HEX HEAD; DIA 20MM; LG 80MM  10.9  IS 1364  ZN-PLT,BOX-50,25.0,795.24,,,0.0,,HE01458
NTPC,hex_bolt,NTPC-002676,BOLT HEX HEAD; DIA 20MM; LG 70MM  12.9  DIN931  ELECTRO GALVANISED,BOX-50,1.0,1123.29,MRD,HB20-70-129-DIN931-ZINCPLATED,12.0,2025-12-29,HE01461
NTPC,hex_bolt,NTPC-002677,BOLT HEX HEAD; DIA 12MM; LG 70MM  GRADE 8.8  PASSIVATED,EA,10.0,11.8,KSL,HB12-70-88-DIN933-PASSIVATED,0.0,,HE01462
NTPC,hex_bolt,NTPC-002678,BOLT HEX HEAD; DIA 20MM; LG 50MM  CLASS 8.8  IS:1364  PLAIN,EA,1.0,19.34,,,0.0,,HE01463
NTPC,hex_bolt,NTPC-002679,BOLT HEX HEAD; DIA 20MM; LG 50MM  CLASS 8.8  IS:1364,C,1.0,1324.98,ANV,HB20-50-88-IS1364-PLAIN,3.0,2025-12-02,HE01463
NTPC,hex_bolt,NTPC-002680,BOLT HEX HEAD; DIA 6MM; LG 90MM  SS316 A4-70  DIN 933,C,1.0,1516.58,,,6.0,2025-11-13,HE01464
NTPC,hex_bolt,NTPC-002681,BOLT HEX HEAD; DIA 24MM; LG 60MM  A2-70  IS1364  HOT DIP GALVANISED,BOX-50,1.0,1740.29,TRD,HB24-60-A270-IS1364-HOTDIPGALVANISED,8.0,2022-11-17,HE01465
NTPC,hex_bolt,NTPC-002682,BOLT HEX HEAD; DIA 12MM; LG 120MM  10.9  IS 1364  ZINCCOAT,BOX-50,1.0,798.4,MRD,HB12-120-109-IS1364-ZINCPLATED,3.0,2025-09-19,HE01469
NTPC,hex_bolt,NTPC-002683,BOLT HEX HEAD; DIA 12MM; LG 120MM  IS:1364  ZP,DOZ,5.0,215.29,,,12.5,2026-02-15,HE01469
NTPC,hex_bolt,NTPC-002684,BOLT HEX HEAD; DIA 16MM; LG 60MM  GRADE 12.9  ZP,EA,25.0,12.41,TRD,HB16-60-129-ISO4014-ZINCPLATED,3500.0,2022-11-10,HE01470
NTPC,hex_bolt,NTPC-002685,BOLT HEX HEAD; DIA 12MM; LG 80MM  CLASS 10.9  DIN 933  ZINC PLATED,EA,25.0,11.98,TRD,HB12-80-109-DIN933-ZINCPLATED,0.0,,HE01471
NTPC,hex_bolt,NTPC-002686,BOLT HEX HEAD; DIA 12MM; LG 80MM  GR 10.9  DIN933  ZINC PLATED,DOZ,5.0,169.48,,,0.0,,HE01471
NTPC,hex_bolt,NTPC-002687,BOLT HEX HEAD; DIA 6MM; LG 60MM  GRADE 8.8  DIN-933-B,EA,5.0,11.28,,,40.0,2025-11-18,HE01472
NTPC,hex_bolt,NTPC-002688,BOLT HEX HEAD; DIA 10MM; LG 50MM  AISI 316 A4-70  ISO 4017,BOX-50,1.0,888.1,ANV,HB10-50-A470-ISO4017-HOTDIPGALVANISED,12.0,2025-12-22,HE01473
NTPC,hex_bolt,NTPC-002689,BOLT HEX HEAD; DIA 10MM; LG 50MM  AISI 316 A4-70  ISO4017  HDG,C,25.0,1432.74,ANV,HB10-50-A470-ISO4017-HOTDIPGALVANISED,1.5,2025-12-20,HE01473
NTPC,hex_bolt,NTPC-002690,BOLT HEX HEAD; DIA 12MM; LG 60MM  A4-70  DIN933  HDG,EA,1.0,19.38,,,0.0,,HE01474
NTPC,hex_bolt,NTPC-002691,BOLT HEX HEAD; DIA 12MM; LG 60MM  SS316 A4-70  DIN 933,DOZ,1.0,184.78,,,50.0,2026-01-27,HE01474
NTPC,hex_bolt,NTPC-002692,BOLT HEX HEAD; DIA 10MM; LG 45MM  SS304 A2-70  IS 1364,BOX-50,10.0,754.7,KSL,HB10-45-A270-IS1364-PLAIN,0.0,,HE01475
NTPC,hex_bolt,NTPC-002693,BOLT HEX HEAD; DIA 10MM; LG 45MM  A2-70  IS:1364,EA,1.0,21.69,KSL,HB10-45-A270-IS1364-PLAIN,40.0,2026-03-15,HE01475
NTPC,hex_bolt,NTPC-002694,BOLT HEX HEAD; DIA 10MM; LG 25MM  PC8.8  DIN 931  PASSIVATED,BOX-50,1.0,432.23,,,0.0,,HE01476
NTPC,hex_bolt,NTPC-002695,BOLT HEX HEAD; DIA 10MM; LG 25MM  CLASS 8.8  DIN 931  PICKLED AND PASSIVATED,EA,25.0,7.42,,,0.0,,HE01476
NTPC,hex_bolt,NTPC-002696,BOLT HEX HEAD; DIA 10MM; LG 25MM  GRADE 8.8  DIN931  PASSIVATED,EA,10.0,9.73,,,1200.0,2022-03-05,HE01476
NTPC,hex_bolt,NTPC-002697,BOLT HEX HEAD; DIA 10MM; LG 25MM  GR 8.8  DIN931  PASSIVATED,C,25.0,704.96,QRY,HB10-25-88-DIN931-PASSIVATED,0.4,2026-02-19,HE01476
NTPC,hex_bolt,NTPC-002698,BOLT HEX HEAD; DIA 8MM; LG 35MM  12.9  DIN931,EA,1.0,6.36,MRD,HB8-35-129-DIN931-PLAIN,0.0,,HE01477
NTPC,hex_bolt,NTPC-002699,BOLT HEX HEAD; DIA 20MM; LG 70MM  8.8  DIN 931  ZP,EA,10.0,12.73,,,40.0,2025-11-10,HE01479
NTPC,hex_bolt,NTPC-002700,BOLT HEX HEAD; DIA 20MM; LG 70MM  8.8  DIN931  ELECTRO GALVANISED,C,1.0,1939.57,KSL,HB20-70-88-DIN931-ZINCPLATED,0.4,2026-02-03,HE01479
NTPC,hex_bolt,NTPC-002701,BOLT HEX HEAD; DIA 20MM; LG 50MM  GR 12.9  DIN931  PASSIVATED,DOZ,1.0,265.08,MRD,HB20-50-129-DIN931-PASSIVATED,50.0,2025-12-26,HE01480
NTPC,hex_bolt,NTPC-002702,BOLT HEX HEAD; DIA 16MM; LG 120MM  AISI 304 A2-70  DIN 933  SELF COLOUR,BOX-100,1.0,2657.18,,,0.4,2025-09-16,HE01481
NTPC,hex_bolt,NTPC-002703,BOLT HEX HEAD; DIA 16MM; LG 120MM  AISI 304 A2-70  DIN 933  PLAIN,EA,1.0,22.89,TRD,HB16-120-A270-DIN933-PLAIN,0.0,,HE01481
NTPC,hex_bolt,NTPC-002704,BOLT HEX HEAD; DIA 12MM; LG 25MM  CLASS 10.9  ELECTRO GALVANISED,BOX-50,25.0,448.08,,,0.0,,HE01483
NTPC,hex_bolt,NTPC-002705,BOLT HEX HEAD; DIA 12MM; LG 25MM  10.9  ISO 4017,BOX-50,1.0,464.01,,,0.0,,HE01483
NTPC,hex_bolt,NTPC-002706,BOLT HEX HEAD; DIA 12MM; LG 35MM  SS-A4/70  ISO4017  PASSIVATED,EA,10.0,18.32,QRY,HB12-35-A470-ISO4017-PASSIVATED,2000.0,2022-08-24,HE01485
NTPC,hex_bolt,NTPC-002707,BOLT HEX HEAD; DIA 20MM; LG 45MM  AISI 304 A2-70  SELF COLOUR,EA,25.0,18.3,ANV,HB20-45-A270-ISO4014-PLAIN,0.0,,HE01488
NTPC,hex_bolt,NTPC-002708,BOLT HEX HEAD; DIA 8MM; LG 60MM  A4 70  ISO 4014  ZINC PLATED,C,25.0,1397.04,,,12.0,2023-07-27,HE01489
NTPC,hex_bolt,NTPC-002709,BOLT HEX HEAD; DIA 8MM; LG 50MM  DIN 931,EA,10.0,7.77,QRY,HB8-50-129-DIN931-PLAIN,0.0,,HE01490
NTPC,hex_bolt,NTPC-002710,BOLT HEX HEAD; DIA 6MM; LG 50MM  AISI 316 A4-70  DIN933  HOT DIP GALVANISED,BOX-100,25.0,1636.47,,,4.0,2023-06-30,HE01491
NTPC,hex_bolt,NTPC-002711,BOLT HEX HEAD; DIA 20MM; LG 100MM  PC12.9  ISO-4014-M  PASSIVATED,C,10.0,1527.22,KSL,HB20-100-129-ISO4014-PASSIVATED,0.8,2025-10-22,HE01492
NTPC,hex_bolt,NTPC-002712,BOLT HEX HEAD; DIA 10MM; LG 35MM  CLASS 10.9  DIN 931  GALVANISED,BOX-100,1.0,1177.04,TRD,HB10-35-109-DIN931-HOTDIPGALVANISED,0.8,2025-09-25,HE01493
NTPC,hex_bolt,NTPC-002713,BOLT HEX HEAD; DIA 8MM; LG 20MM  10.9  DIN933  ELECTRO GALVANISED,BOX-100,5.0,830.08,MRD,HB8-20-109-DIN933-ZINCPLATED,1.5,2026-01-14,HE01496
NTPC,hex_bolt,NTPC-002714,BOLT HEX HEAD; DIA 10MM; LG 25MM  GR 8.8  PASSIVATED,DOZ,25.0,106.52,TRD,HB10-25-88-ISO4017-PASSIVATED,0.0,,HE01497
NTPC,hex_bolt,NTPC-002715,BOLT HEX HEAD; DIA 10MM; LG 25MM  CLASS 8.8  PASSIV.,BOX-100,1.0,1018.92,TRD,HB10-25-88-ISO4017-PASSIVATED,35.0,2023-04-22,HE01497
NTPC,hex_bolt,NTPC-002716,BOLT HEX HEAD; DIA 10MM; LG 25MM  CLASS 8.8  ISO 4017  PICKLED AND PASSIVATED,EA,25.0,11.34,,,80.0,2026-02-27,HE01497
NTPC,hex_bolt,NTPC-002717,BOLT HEX HEAD; DIA 10MM; LG 25MM  8.8  ISO 4017  PASSIVATED,DOZ,1.0,82.13,,,12.5,2025-11-22,HE01497
NTPC,hex_bolt,NTPC-002718,BOLT HEX HEAD; DIA 10MM; LG 45MM  10.9 CL  DIN931  GALV-HOT,C,5.0,1013.19,TRD,HB10-45-109-DIN931-HOTDIPGALVANISED,0.0,,HE01500
NTPC,hex_bolt,NTPC-002719,BOLT HEX HEAD; DIA 10MM; LG 45MM  CLASS 10.9  DIN931  HOT DIP GALVANISED,BOX-100,1.0,946.05,,,1.5,2025-09-12,HE01500
NTPC,hex_bolt,NTPC-002720,BOLT HEX HEAD; DIA 10MM; LG 45MM  A2 70  DIN 933  PASSIVATED,EA,1.0,22.58,,,400.0,2023-08-31,HE01506
NTPC,hex_bolt,NTPC-002721,BOLT HEX HEAD; DIA 10MM; LG 45MM  STAINLESS A2-70  DIN933  PASSIVATED,BOX-50,5.0,705.12,ANV,HB10-45-A270-DIN933-PASSIVATED,12.0,2026-02-22,HE01506
NTPC,hex_bolt,NTPC-002722,BOLT HEX HEAD; DIA 10MM; LG 120MM  SS316 A4-70  DIN 933  SELF COLOUR,BOX-100,1.0,1858.27,,,6.0,2026-02-02,HE01507
NTPC,hex_bolt,NTPC-002723,BOLT HEX HEAD; DIA 10MM; LG 90MM  A2 70  DIN 931  HDG,BOX-100,25.0,2176.25,,,0.8,2025-09-23,HE01509
NTPC,hex_bolt,NTPC-002724,BOLT HEX HEAD; DIA 10MM; LG 90MM  SS-A2/70  GALVANISED,EA,5.0,17.52,,,0.0,,HE01509
NTPC,hex_bolt,NTPC-002725,BOLT HEX HEAD; DIA 10MM; LG 90MM  AISI 304 A2-70  DIN 931  HDG,C,5.0,2406.89,KSL,HB10-90-A270-DIN931-HOTDIPGALVANISED,3.0,2025-12-13,HE01509
NTPC,hex_bolt,NTPC-002726,BOLT HEX HEAD; DIA 6MM; LG 70MM  IS:1364  ZP,EA,1.0,8.06,QRY,HB6-70-129-IS1364-ZINCPLATED,1200.0,2023-04-15,HE01510
NTPC,hex_bolt,NTPC-002727,BOLT HEX HEAD; DIA 6MM; LG 70MM  PC12.9  IS1364,BOX-100,25.0,1195.41,QRY,HB6-70-129-IS1364-ZINCPLATED,0.0,,HE01510
NTPC,hex_bolt,NTPC-002728,BOLT HEX HEAD; DIA 24MM; LG 90MM  SS-A2/70  DIN933  PICKLED AND PASSIVATED,EA,1.0,30.15,KSL,HB24-90-A270-DIN933-PASSIVATED,300.0,2025-11-27,HE01511
NTPC,hex_bolt,NTPC-002729,BOLT HEX HEAD; DIA 24MM; LG 90MM  A2 70  PASSIVATED,BOX-50,1.0,1558.1,,,8.0,2022-12-29,HE01511
NTPC,hex_bolt,NTPC-002730,BOLT HEX HEAD; DIA 24MM; LG 90MM  CLASS 10.9  IS:1364  SELF COLOUR,EA,25.0,15.88,,,800.0,2022-05-21,HE01512
NTPC,hex_bolt,NTPC-002731,BOLT HEX HEAD; DIA 24MM; LG 90MM  CLASS 10.9  IS:1364  PLAIN,BOX-50,1.0,1361.2,QRY,HB24-90-109-IS1364-PLAIN,0.8,2025-11-22,HE01512
NTPC,hex_bolt,NTPC-002732,BOLT HEX HEAD; DIA 8MM; LG 80MM  SS316 A4-70  DIN933  ZP,EA,5.0,19.33,ANV,HB8-80-A470-DIN933-ZINCPLATED,0.0,,HE01514
NTPC,hex_bolt,NTPC-002733,BOLT HEX HEAD; DIA 8MM; LG 80MM  A4 70  DIN933  ZINC PLATED,EA,10.0,23.29,,,0.0,,HE01514
NTPC,hex_bolt,NTPC-002734,BOLT HEX HEAD; DIA 8MM; LG 80MM  SS316 A4-70  ZINC PLATED,C,1.0,1719.76,,,0.8,2026-03-23,HE01514
NTPC,hex_bolt,NTPC-002735,BOLT HEX HEAD; DIA 6MM; LG 60MM  A4-70  ISO4017,BOX-100,1.0,1885.45,,,20.0,2022-05-28,HE01515
NTPC,hex_bolt,NTPC-002736,BOLT HEX HEAD; DIA 20MM; LG 60MM  A4 70  ISO4017  SELF COLOUR,EA,5.0,19.85,,,0.0,,HE01516
NTPC,hex_bolt,NTPC-002737,BOLT HEX HEAD; DIA 20MM; LG 40MM  A4-70  DIN 931,EA,10.0,30.28,TRD,HB20-40-A470-DIN931-PASSIVATED,150.0,2026-02-10,HE01517
NTPC,hex_bolt,NTPC-002738,BOLT HEX HEAD; DIA 12MM; LG 80MM  12.9 CL  ISO 4017  ZP,EA,1.0,14.57,,,1200.0,2021-07-30,HE01518
NTPC,hex_bolt,NTPC-002739,BOLT HEX HEAD; DIA 16MM; LG 70MM  GRADE 8.8  DIN 933  GALVANISED,C,10.0,1905.03,TRD,HB16-70-88-DIN933-HOTDIPGALVANISED,0.0,,HE01520
NTPC,hex_bolt,NTPC-002740,BOLT HEX HEAD; DIA 10MM; LG 100MM  GRADE 8.8  ISO 4017  HOT DIP GALVANISED,EA,5.0,10.43,MRD,HB10-100-88-ISO4017-HOTDIPGALVANISED,40.0,2025-09-11,HE01523
NTPC,hex_bolt,NTPC-002741,BOLT HEX HEAD; DIA 10MM; LG 100MM  CLASS 8.8  ISO4017  HDG,EA,1.0,17.5,MRD,HB10-100-88-ISO4017-HOTDIPGALVANISED,0.0,,HE01523
NTPC,hex_bolt,NTPC-002742,BOLT HEX HEAD; DIA 24MM; LG 90MM  8.8  ISO4017,BOX-50,1.0,1354.14,TRD,HB24-90-88-ISO4017-PLAIN,0.8,2025-11-29,HE01525
NTPC,hex_bolt,NTPC-002743,BOLT HEX HEAD; DIA 24MM; LG 90MM  GRADE 8.8  ISO 4017  BLACK,EA,1.0,24.52,,,0.0,,HE01525
NTPC,hex_bolt,NTPC-002744,BOLT HEX HEAD; DIA 24MM; LG 90MM  CLASS 8.8  ISO-4017-M  PLAIN,EA,1.0,17.65,TRD,HB24-90-88-ISO4017-PLAIN,40.0,2025-11-02,HE01525
NTPC,hex_bolt,NTPC-002745,BOLT HEX HEAD; DIA 12MM; LG 60MM  A2-70  ISO4017  SELF COLOUR,BOX-50,10.0,878.75,KSL,HB12-60-A270-ISO4017-PLAIN,0.0,,HE01526
NTPC,hex_bolt,NTPC-002746,BOLT HEX HEAD; DIA 20MM; LG 60MM  12.9  ISO 4017  BLACK,EA,10.0,20.73,TRD,HB20-60-129-ISO4017-PLAIN,0.0,,HE01528
NTPC,hex_bolt,NTPC-002747,BOLT HEX HEAD; DIA 20MM; LG 60MM  PC12.9  ISO4017  PLAIN,EA,1.0,20.09,TRD,HB20-60-129-ISO4017-PLAIN,300.0,2026-02-12,HE01528
NTPC,hex_bolt,NTPC-002748,BOLT HEX HEAD; DIA 20MM; LG 60MM  ISO4017,BOX-50,1.0,876.98,TRD,HB20-60-129-ISO4017-PLAIN,0.0,,HE01528
NTPC,hex_bolt,NTPC-002749,BOLT HEX HEAD; DIA 8MM; LG 16MM  PROP CL 8.8  DIN 933  ELECTRO GALVANISED,DOZ,1.0,120.38,KSL,HB8-16-88-DIN933-ZINCPLATED,0.0,,HE01530
NTPC,hex_bolt,NTPC-002750,BOLT HEX HEAD; DIA 24MM; LG 50MM  A2GRADE70  IS:1364  HOT DIP GALVANISED,DOZ,5.0,328.39,MRD,HB24-50-A270-IS1364-HOTDIPGALVANISED,33.33,2021-11-16,HE01534
NTPC,hex_bolt,NTPC-002751,BOLT HEX HEAD; DIA 24MM; LG 50MM  STAINLESS A2-70  IS 1364  HOT DIP GALVANISED,C,25.0,2501.62,MRD,HB24-50-A270-IS1364-HOTDIPGALVANISED,0.0,,HE01534
NTPC,hex_bolt,NTPC-002752,BOLT HEX HEAD; DIA 16MM; LG 120MM  GRADE 10.9  AS PER ISO 4014,BOX-100,5.0,2172.08,,,6.0,2025-08-15,HE01536
NTPC,hex_bolt,NTPC-002753,BOLT HEX HEAD; DIA 8MM; LG 30MM  CLASS 8.8  IS 1364,EA,1.0,8.97,QRY,HB8-30-88-IS1364-HOTDIPGALVANISED,40.0,2025-09-15,HE01540
NTPC,hex_bolt,NTPC-002754,BOLT HEX HEAD; DIA 8MM; LG 25MM  AISI 304 A2-70  ISO4014,BOX-100,1.0,1634.17,,,0.0,,HE01541
NTPC,hex_bolt,NTPC-002755,BOLT HEX HEAD; DIA 6MM; LG 50MM  GR 12.9  IS1364  PICKLED AND PASSIVATED,DOZ,1.0,115.99,,,166.67,2023-08-26,HE01543
NTPC,hex_bolt,NTPC-002756,BOLT HEX HEAD; DIA 6MM; LG 50MM  GR 12.9  IS 1364,DOZ,25.0,120.26,,,100.0,2021-12-20,HE01543
NTPC,hex_bolt,NTPC-002757,BOLT HEX HEAD; DIA 12MM; LG 60MM  AISI 316 A4-70  HOT DIP GALVANISED,DOZ,25.0,187.99,,,166.67,2023-04-27,HE01544
NTPC,hex_bolt,NTPC-002758,BOLT HEX HEAD; DIA 16MM; LG 100MM  GR 12.9  PASSIVATED,DOZ,1.0,172.15,,,0.0,,HE01546
NTPC,hex_bolt,NTPC-002759,BOLT HEX HEAD; DIA 12MM; LG 60MM  SS316 A4-70  ISO 4017  PICKLED AND PASSIVATED,DOZ,25.0,262.43,TRD,HB12-60-A470-ISO4017-PASSIVATED,0.0,,HE01547
NTPC,hex_bolt,NTPC-002760,BOLT HEX HEAD; DIA 8MM; LG 45MM  A2-70  ISO4017,BOX-50,5.0,593.08,QRY,HB8-45-A270-ISO4017-HOTDIPGALVANISED,0.0,,HE01548
NTPC,hex_bolt,NTPC-002761,BOLT HEX HEAD; DIA 8MM; LG 45MM  STAINLESS A2-70  ISO4017  HDG,DOZ,1.0,153.17,QRY,HB8-45-A270-ISO4017-HOTDIPGALVANISED,0.0,,HE01548
NTPC,hex_bolt,NTPC-002762,BOLT HEX HEAD; DIA 16MM; LG 120MM  A2GRADE70  IS:1364  PICKLED AND PASSIVATED,EA,1.0,21.37,,,600.0,2025-09-09,HE01550
NTPC,hex_bolt,NTPC-002763,BOLT HEX HEAD; DIA 16MM; LG 120MM  IS:1364  PASSIV.,BOX-50,1.0,1193.57,,,1.6,2026-03-20,HE01550
NTPC,hex_bolt,NTPC-002764,BOLT HEX HEAD; DIA 16MM; LG 40MM  8.8  IS1364  ZP,DOZ,25.0,124.84,KSL,HB16-40-88-IS1364-ZINCPLATED,0.0,,HE01552
NTPC,hex_bolt,NTPC-002765,BOLT HEX HEAD; DIA 16MM; LG 40MM  GRADE 8.8  IS1364  ZN-PLT,BOX-100,10.0,1183.9,,,20.0,2021-06-17,HE01552
NTPC,hex_bolt,NTPC-002766,BOLT HEX HEAD; DIA 12MM; LG 120MM  PROP CL 8.8  DIN933  SELF COLOUR,C,1.0,1396.23,,,3.0,2025-08-04,HE01554
NTPC,hex_bolt,NTPC-002767,BOLT HEX HEAD; DIA 12MM; LG 120MM  GRADE 8.8  DIN933,DOZ,1.0,168.74,KSL,HB12-120-88-DIN933-PLAIN,0.0,,HE01554
NTPC,hex_bolt,NTPC-002768,BOLT HEX HEAD; DIA 12MM; LG 120MM  GR 8.8  DIN933,BOX-100,10.0,1298.09,KSL,HB12-120-88-DIN933-PLAIN,0.0,,HE01554
NTPC,hex_bolt,NTPC-002769,BOLT HEX HEAD; DIA 12MM; LG 120MM  GRADE 8.8  DIN933  BLACK,EA,5.0,18.7,KSL,HB12-120-88-DIN933-PLAIN,1200.0,2022-05-22,HE01554
NTPC,hex_bolt,NTPC-002770,BOLT HEX HEAD; DIA 12MM; LG 100MM  GR 8.8  ISO4017,C,1.0,1267.79,TRD,HB12-100-88-ISO4017-PASSIVATED,0.0,,HE01556
NTPC,hex_bolt,NTPC-002771,BOLT HEX HEAD; DIA 12MM; LG 90MM  A2-70  ISO 4017  HDG,EA,1.0,18.67,QRY,HB12-90-A270-ISO4017-HOTDIPGALVANISED,800.0,2022-11-21,HE01558
NTPC,hex_bolt,NTPC-002772,BOLT HEX HEAD; DIA 6MM; LG 45MM  CLASS 10.9  DIN 933  PICKLED AND PASSIVATED,EA,25.0,10.63,,,40.0,2025-10-13,HE01560
NTPC,hex_bolt,NTPC-002773,BOLT HEX HEAD; DIA 20MM; LG 120MM  DIN 933,EA,1.0,17.66,TRD,HB20-120-129-DIN933-HOTDIPGALVANISED,0.0,,HE01564
NTPC,hex_bolt,NTPC-002774,BOLT HEX HEAD; DIA 20MM; LG 120MM  GR 12.9  DIN 933  HDG,EA,1.0,17.7,TRD,HB20-120-129-DIN933-HOTDIPGALVANISED,150.0,2025-12-19,HE01564
NTPC,hex_bolt,NTPC-002775,BOLT HEX HEAD; DIA 6MM; LG 70MM  SS304 A2-70  DIN933,EA,5.0,19.87,,,40.0,2025-11-17,HE01565
NTPC,hex_bolt,NTPC-002776,BOLT HEX HEAD; DIA 12MM; LG 90MM  AISI 304 A2-70  DIN931  BLACK,BOX-100,25.0,1541.8,QRY,HB12-90-A270-DIN931-PLAIN,0.0,,HE01568
NTPC,hex_bolt,NTPC-002777,BOLT HEX HEAD; DIA 6MM; LG 45MM  AISI 304 A2-70  IS:1364,EA,5.0,10.7,,,150.0,2025-11-02,HE01569
NTPC,hex_bolt,NTPC-002778,BOLT HEX HEAD; DIA 10MM; LG 60MM  GR 12.9  DIN 933  GALVANISED,EA,10.0,8.56,MRD,HB10-60-129-DIN933-HOTDIPGALVANISED,40.0,2026-01-21,HE01570
NTPC,hex_bolt,NTPC-002779,BOLT HEX HEAD; DIA 8MM; LG 30MM  STAINLESS A2-70  IS 1364  ZP,BOX-100,1.0,1712.67,TRD,HB8-30-A270-IS1364-ZINCPLATED,12.0,2022-04-14,HE01571
NTPC,hex_bolt,NTPC-002780,BOLT HEX HEAD; DIA 10MM; LG 25MM  ISO 4017  HOT DIP GALVANISED,BOX-100,1.0,2066.81,,,8.0,2023-06-05,HE01572
NTPC,hex_bolt,NTPC-002781,BOLT HEX HEAD; DIA 10MM; LG 25MM  A2-70  HOT DIP GALVANISED,EA,1.0,15.14,,,40.0,2025-09-15,HE01572
